Date;Isolation;Muscu;Stretching;warmup;Chorée;Temps;Chorée_1;Temps_2;Chorée_3;Temps_4;Style;Temps_5;Style_6;Temps_7;Autre;Chorée_8;Temps_9;Chorée_10;Temps_11;Abdos;Gainage;Jambes;Bras;All;Escalade;Waacking;running_temps;running_km;Pleurs;Raisons;Column1;_12;Règles;SPM;Durée;Détails;Mood;Journaling;Stretching2;Danse;Sport;Lecture;Album;Film;Rangement;Culture;Art;Skincare;Compétence;Split stretching;Muscu3
20/04/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;1;Livre;;;VRAI;FAUX;;;2;0;0;0;0;1;0;0;;0;0;;;0;0
21/04/2024;FAUX;VRAI;FAUX;;KIOF - Midas Touch;7;KDA - DUM;17;Ava Max;16;;;;;13;EXO - Call me baby;39;;;;;;;;;;;;1;Film/vidéo;;;VRAI;FAUX;;;2;0;0;1;0;0;0;0;0;0;0;;;0;1
22/04/2024;FAUX;FAUX;FAUX;;KIOF - Midas Touch;10;Ava Max;17;Bad -Christopher;62;;;;;;EXO - Call me baby;7;;;;;;;;;;;;1;Film/vidéo;;;FAUX;FAUX;;;2;0;1;1;0;0;0;0;;0;0;;;0;0
23/04/2024;FAUX;VRAI;FAUX;;Bad -Christopher;10;EXO - Call me baby;9;KDA - DUM;4;;;;;11;Ariana - Break up;9;;;;;;;;;;;;;;;;FAUX;FAUX;;;2;0;1;1;0;1;0;0;;0;0;;;0;1
24/04/2024;FAUX;FAUX;FAUX;;Bad -Christopher;17;EXO - Call me baby;9;KDA - DUM;10;;;;;;Ariana - Break up;10;;;;;;;;;;;;1;Rêve;;;FAUX;FAUX;;j'ai reve que je larguais mon mec parce que son pote était un fdp;3;0;1;1;0;1;0;0;;0;0;;;0;0
25/04/2024;FAUX;FAUX;FAUX;;Bad -Christopher;7;EXO - Call me baby;7;KDA - DUM;2;;;;;;Ariana - Break up;4;;;;;;;;;;;;;;;;FAUX;FAUX;;;2;0;1;1;0;0;0;0;;0;0;;;0;0
26/04/2024;FAUX;FAUX;FAUX;;Bad -Christopher;8;EXO - Call me baby;8;KDA - DUM;3;;;;;15;Ariana - Break up;8;;;;;;;;;;;;2;Film/vidéo;Livre;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;0;0
27/04/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;1;0;1;1;0;1;0;0;;0;0;;;0;0
28/04/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;1;Livre;;;FAUX;FAUX;;;1;0;0;0;0;1;0;0;0;0;0;;;0;0
29/04/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;3;0;0;0;0;0;0;0;;0;0;;;0;0
30/04/2024;FAUX;FAUX;FAUX;;Ateez - Bouncy;16;EXO - Call me baby;5;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;0;0
01/05/2024;FAUX;FAUX;FAUX;;KDA - DUM;12;EXO - Call me baby;10;Ateez - Bouncy;14;;;;;;Bad -Christopher;7;;;;;;;;;;;;;;;;FAUX;FAUX;;;3;1;0;1;0;0;0;1;;0;0;;;;
02/05/2024;FAUX;FAUX;FAUX;;KDA - DUM;2;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;2;1;1;0;0;0;0;1;;0;1;;;;
03/05/2024;FAUX;FAUX;FAUX;;KDA - DUM;16;EXO - Call me baby;17;Ateez - Bouncy;4;;;;;;Bad -Christopher;9;;;;;;;;;;;;;;;;FAUX;FAUX;;;2;0;1;1;0;0;0;1;;0;0;;;;
04/05/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;2;Film/vidéo;Solitude;Déçue des gens;FAUX;FAUX;;et decue des gens;1;1;0;0;0;0;0;1;;0;0;;;;
05/05/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;1;Film/vidéo;;;FAUX;FAUX;;;2;1;1;0;0;1;0;0;0;0;0;;;;
06/05/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;120;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;2;1;1;1;0;1;0;0;;0;0;;;;
07/05/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;1;Film/vidéo;;;FAUX;FAUX;;;1;1;1;0;0;1;0;1;;0;0;;;;
08/05/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;1;0;0;0;0;0;0;0;;0;0;;;;
09/05/2024;FAUX;FAUX;FAUX;;Hwasa - Chili;14;Ateez - Bouncy;20;Bad -Christopher;15;;;;;;Ariana - Break up;12;Deja Vu- DC;12;;;;;;;;;;;;;;FAUX;FAUX;;;2;0;0;1;0;0;0;0;;0;0;;;;
10/05/2024;FAUX;FAUX;FAUX;;Hwasa - Chili;17;Ateez - Bouncy;12;Ariana - Break up;9;;;;;3;Deja Vu- DC;20;Bad -Christopher;15;;;;;;;;;;1;Bonheur nostalgique;;;FAUX;FAUX;;Parce que je me sentais bien et que je me suis rappelée tout le temps perdu à aller mal;2;0;0;1;0;1;0;0;0;0;0;;;;
11/05/2024;FAUX;FAUX;FAUX;;Hwasa - Chili;11;Ateez - Bouncy;13;Bad -Christopher;32;;;;;;Deja Vu- DC;17;;;;;;;;;;;;;;;;FAUX;FAUX;;;2;1;0;1;0;0;0;0;;0;0;;;;
12/05/2024;FAUX;FAUX;FAUX;;Deja Vu- DC;40;Deja Vu-Ateez;38;;;;;;;;;;;;;;;;;;;;;1;Film/vidéo;;;FAUX;VRAI;;;3;0;0;1;0;0;0;1;;0;0;;;;
13/05/2024;FAUX;FAUX;FAUX;;Deja Vu- DC;11;Deja Vu-Ateez;55;;;;;;;120;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;3;0;1;1;0;0;0;1;;0;0;;;;
14/05/2024;FAUX;FAUX;FAUX;;Deja Vu- DC;10;Deja Vu-Ateez;10;;;;;;;;;;;;;;;;;;;;;1;Vide;;;FAUX;VRAI;;jme sentais vide, me suis forcée à pleurer mais ça a pas vraiment fonctionné;3;1;1;1;0;0;0;0;0;0;1;;;;
15/05/2024;FAUX;FAUX;FAUX;;Deja Vu-Ateez;37;Ariana - Break up;7;;;;;;;;;;;;;;;;;;;;;2;Overthinking;Solitude;Déçue des gens;VRAI;FAUX;;l'impression de ne pas avancer;5;0;1;1;0;0;0;0;;0;1;;;;
16/05/2024;FAUX;FAUX;FAUX;;Deja Vu-Ateez;21;Deja Vu- DC;6;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;2;0;1;1;0;0;0;0;;0;1;;;;
17/05/2024;FAUX;FAUX;FAUX;;Deja Vu-Ateez;44;Deja Vu- DC;16;Ariana - Break up;11;;;;;;Deja Vu - Beyonce;14;;;;;;;;;;;;;;;;FAUX;FAUX;;;3;0;0;1;0;1;0;1;;0;0;;;;
18/05/2024;FAUX;FAUX;FAUX;;Deja Vu - Beyonce;15;Deja Vu-Ateez;3;Deja Vu- DC;7;;;;;;Burlesque;19;;;;;;;;;;;;;;;;FAUX;FAUX;;;1;0;0;1;0;0;0;0;;0;0;;;;
19/05/2024;FAUX;FAUX;FAUX;;Ariana - Break up;3;Deja Vu- DC;5;Burlesque;7;;;;;;Deja Vu-Ateez;5;;;;;;;;;;;;;;;;FAUX;FAUX;;;3;0;0;1;0;1;0;0;;0;0;;;;
20/05/2024;FAUX;FAUX;FAUX;;Ariana - Break up;15;Deja Vu- DC;24;Deja Vu-Ateez;16;;;;;120;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;2;0;0;1;0;0;0;0;;0;0;;;;
21/05/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;1;0;1;0;0;0;0;0;0;0;0;;;;
22/05/2024;FAUX;FAUX;FAUX;;Burlesque;7;Deja Vu - Beyonce;15;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;2;0;1;1;0;0;0;0;;0;0;;;;
23/05/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;1;0;0;0;0;0;0;0;;0;0;;;;
24/05/2024;FAUX;FAUX;FAUX;;Britney - Womanizer;30;Deja Vu - Beyonce;18;Burlesque;15;;;;;10;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;1;0;0;0;0;;0;0;;;;
25/05/2024;FAUX;FAUX;FAUX;;Britney - Womanizer;12;Deja Vu - Beyonce;10;Burlesque;12;;;;;;;;;;;;;;;;;;;2;Overthinking;Fatigue;;FAUX;FAUX;;;1;0;0;1;0;0;0;0;;0;0;;;;
26/05/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;1;0;0;0;0;0;0;0;;0;0;;;;
27/05/2024;FAUX;FAUX;FAUX;;Britney - Womanizer;3;Deja Vu - Beyonce;4;Burlesque;3;;;;;120;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;1;0;1;0;0;1;0;1;;0;0;;;;
28/05/2024;FAUX;FAUX;FAUX;;Britney - Womanizer;6;Deja Vu - Beyonce;3;Burlesque;3;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;1;0;1;1;0;0;0;0;0;0;0;;;;
29/05/2024;FAUX;FAUX;FAUX;;Britney - Womanizer;3;Deja Vu - Beyonce;5;Burlesque;5;;;;;;Run BTS;31;;;;;;;;;;;;;;;;FAUX;FAUX;;;2;0;1;1;0;1;0;0;;0;0;;;;
30/05/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;1;0;0;0;0;0;;0;0;;;;
31/05/2024;FAUX;FAUX;FAUX;;Deja Vu - Beyonce;9;Burlesque;11;Run BTS;26;;;;;;Britney - Womanizer;8;So fucking cool;3;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
01/06/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
02/06/2024;FAUX;FAUX;FAUX;;Run BTS;6;Burlesque;5;Britney - Womanizer;4;;;;;;Deja Vu - Beyonce;6;So fucking cool;10;;;;;;;;;;;;;;FAUX;FAUX;;;1;0;0;1;0;1;0;0;;0;0;;;;
03/06/2024;FAUX;FAUX;FAUX;;Run BTS;5;Deja Vu - Beyonce;20;So fucking cool;10;;;;;;Burlesque;3;;;;;;;;;;;;;;;;FAUX;FAUX;;;1;1;0;0;0;0;0;0;;0;0;;;;
04/06/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;1;0;1;0;0;1;0;0;;0;0;;;;
05/06/2024;FAUX;FAUX;FAUX;;BP Shutdown;24;Burlesque;11;Britney - Womanizer;12;;;;;;Run BTS;5;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;1;0;0;0;0;0;0;0;0;;;;
06/06/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;1;0;1;0;0;0;0;0;;0;0;;;;
07/06/2024;VRAI;FAUX;FAUX;;BP Shutdown;8;Burlesque;8;Run BTS;5;;;;;9;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;1;0;1;0;0;0;0;;0;0;;;;
08/06/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
09/06/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
10/06/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
11/06/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;4;0;0;0;0;0;0;0;;0;0;;;;
12/06/2024;FAUX;FAUX;FAUX;;Burlesque;16;BP Shutdown;3;Britney - Womanizer;2;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;1;1;0;0;0;0;;0;0;;;;
13/06/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
14/06/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;VRAI;FAUX;susceptible steph;quelques min;0;0;0;0;0;0;0;0;0;0;0;;;;
15/06/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
16/06/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
17/06/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
18/06/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
19/06/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
20/06/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
21/06/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
22/06/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
23/06/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
24/06/2024;VRAI;FAUX;FAUX;;Run BTS;12;Britney - Womanizer;16;PB Shutdown;8;;;;;8;BTS - Permission to dance;18;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
25/06/2024;FAUX;FAUX;FAUX;;Run BTS;6;Britney - Womanizer;5;PB Shutdown;5;;;;;35;So fucking cool;11;;;;;;;;;;;;2;Angoisse;;;FAUX;FAUX;steph qui part potentiellement = ça me rend triste = encore me retrouver seule;;0;0;0;0;0;0;0;0;;0;0;;;;
26/06/2024;VRAI;FAUX;FAUX;;PB Shutdown;6;Britney - Womanizer;13;Run BTS;7;;;;;7;So fucking cool;36;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
27/06/2024;FAUX;FAUX;FAUX;;Run BTS;11;So fucking cool;15;;;;;;;62;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
28/06/2024;FAUX;FAUX;FAUX;;So fucking cool;36;;;;;;;;;21;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
29/06/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
30/06/2024;FAUX;FAUX;FAUX;;So fucking cool;7;NJ - GODS;49;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
01/07/2024;FAUX;FAUX;FAUX;;So fucking cool;3;NJ - GODS;58;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
02/07/2024;FAUX;FAUX;FAUX;;NJ - GODS;21;So fucking cool;11;Ateez - Work;22;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
03/07/2024;FAUX;FAUX;FAUX;;NJ - GODS;8;So fucking cool;24;Ateez - Work;22;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
04/07/2024;FAUX;FAUX;FAUX;;NJ - GODS;10;So fucking cool;2;Ateez - Work;10;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
05/07/2024;FAUX;FAUX;FAUX;;Ateez - Work;2;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
06/07/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
07/07/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
08/07/2024;FAUX;FAUX;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
09/07/2024;VRAI;VRAI;FAUX;;Ateez - Work;19;NJ - GODS;16;So fucking cool;8;;;;;18;;;;;;;;;;;;;;1;Fatigue;;;VRAI;FAUX;;(et agacée) parce que steph m'a reveillée dans la nuit pour chasser les moustiques;0;0;0;0;0;0;0;0;;0;0;;;;
10/07/2024;FAUX;FAUX;FAUX;;Ateez - Work;18;TripleS -Rising;15;So fucking cool;2;;;;;13;NJ - GODS;4;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
11/07/2024;VRAI;FAUX;FAUX;;So fucking cool;20;Ateez - Work;21;NJ - GODS;8;;;;;7;TripleS -Rising;5;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
12/07/2024;VRAI;FAUX;FAUX;8;NJ - GODS;8;TripleS -Rising;5;Ateez - Work;25;;;;;28;;;;;6/1;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
13/07/2024;FAUX;FAUX;FAUX;8;NJ - GODS;6;TripleS -Rising;3;Ateez - Work;13;;;;;24;Build a bitch;11;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
14/07/2024;;;VRAI;5;NJ - GODS;8;TripleS -Rising;7;Ateez - Work;8;;;;;12;;;;;9;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
15/07/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
16/07/2024;;;VRAI;6;NJ - GODS;7;Ateez - Work;18;Build a bitch;12;;;;;;TripleS -Rising;11;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
17/07/2024;;;FAUX;6;Ateez - Work;8;NJ - GODS;1;Build a bitch;6;;;;;49;;;;;;;;;;;;;;2;Déçue des gens;;;FAUX;FAUX;;j'ai essayé de faire plaisir à steph mais il osef de moi et me répondait à rien;0;0;0;0;0;0;0;0;;0;0;;;;
18/07/2024;;;FAUX;;NJ - GODS;18;Ateez - Work;13;Build a bitch;4;;;;;14;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
19/07/2024;;;VRAI;2;Ateez - Work;13;TripleS -Rising;5;Build a bitch;4;;;;;31;;;;;;;;;;;10;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
20/07/2024;;;VRAI;3;SKZ - CHK CHK BOOM;36;Ateez - Work;8;Build a bitch;6;;;;;3;TripleS -Rising;9;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
21/07/2024;;;VRAI;;SKZ - CHK CHK BOOM;31;TripleS -Rising;2;;;;;;;;;;;;8/1;;;;;;;;;1;Déçue des gens;;;FAUX;FAUX;;trop d'attente envers les gens > je voulais un truc mais j'en ai pas parlé et je penais que l'autre voulait aussi et que ça se produirait du coup;0;0;0;0;0;0;0;0;0;0;0;;;;
22/07/2024;;;FAUX;;SKZ - CHK CHK BOOM;12;NJ - GODS;6;Ateez - Work;6;;;;;;TripleS -Rising;7;;;9;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
23/07/2024;;;VRAI;4;Ateez - Work;11;TripleS -Rising;7;SKZ - CHK CHK BOOM;16;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
24/07/2024;;;FAUX;5;NJ - GODS;11;SKZ - CHK CHK BOOM;26;TripleS -Rising;7;;;;;;Ateez - Work;29;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
25/07/2024;;;FAUX;2;TripleS -Rising;23;SKZ - CHK CHK BOOM;16;NJ - GODS;18;;;;;;Ateez - Work;16;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
26/07/2024;;;FAUX;;SKZ - CHK CHK BOOM;24;TripleS -Rising;28;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
27/07/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
28/07/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
29/07/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
30/07/2024;;;VRAI;;;;;;;;;;;;;;;;;;;;;;;;;;1;Fatigue;;;FAUX;FAUX;;saoulée d'avoir perdu ma boucle doreille;0;0;0;0;0;0;0;0;;0;0;;;;
31/07/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
01/08/2024;;;VRAI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
02/08/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
03/08/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
04/08/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
05/08/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;1;Livre;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
06/08/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
07/08/2024;;;VRAI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
08/08/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
09/08/2024;;;FAUX;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
10/08/2024;;;VRAI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
11/08/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
12/08/2024;;;FAUX;4;;;;;;;;;;;27;;;;;;0.6;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
13/08/2024;;;VRAI;;;;;;;;;;;;26;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
14/08/2024;;;VRAI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
15/08/2024;;;VRAI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
16/08/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
17/08/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
18/08/2024;;;VRAI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
19/08/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
20/08/2024;;;FAUX;;;;;;;;;;;;22;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
21/08/2024;;;FAUX;;Hoshi - Spider;27;;;;;;;;;;;;;;;;;;;;;33,08;4,79;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
22/08/2024;;;VRAI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
23/08/2024;;;VRAI;;Hoshi - Spider;8;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
24/08/2024;;;VRAI;;Hoshi - Spider;10;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
25/08/2024;;;FAUX;;Hoshi - Spider;16;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
26/08/2024;;;FAUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
27/08/2024;;;VRAI;2;Hoshi - Spider;30;;;;;;;;;5;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
28/08/2024;;;FAUX;;Hoshi - Spider;21;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;0;0;0;;;;
29/08/2024;;;VRAI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FAUX;FAUX;;;0;0;0;0;0;0;0;0;;0;0;;;;
