ID de l'activité,Date de l'activité,Nom de l'activité,Type d'activité,Description de l'activité,Temps écoulé,Distance,Fréquence cardiaque max.,Effort relatif,Déplacement-transport,Note privée sur les activités,Matériel utilisé pour l'activité,Nom du fichier,Poids de l'athlète,Poids du vélo,Temps écoulé,Durée de déplacement,Distance,Vitesse max.,Vitesse moyenne,Dénivelé positif,Dénivelé négatif,Altitude min.,Altitude max.,Pente max.,Pente moyenne,Pente positive moyenne,Pente négative moyenne,Cadence max.,Cadence moyenne,Fréquence cardiaque max.,Fréquence cardiaque moyenne,Puissance max.,Puissance moyenne,Calories,Température max.,Température moyenne,Effort relatif,Effort total,Nombre de sorties course à pied,Temps de montée,Temps de descente,Autres temps,Effort ressenti,Type,Heure de début,Puissance moyenne pondérée,Nombre d'échantillons de puissance,Utiliser l'Effort ressenti,Effort relatif ressenti,Déplacement-transport,Poids total soulevé,À partir du téléchargement,Distance ajustée selon la pente,Heure d'observation de la météo,Conditions météo,Température selon les prévisions météo,Température ressentie,Point de rosée,Humidité,Pression atmosphérique,Vitesse du vent,Rafale de vent,Direction du vent,Intensité des précipitations,Heure de lever du soleil,Heure de coucher du soleil,Phase de la lune,Vélo,Matériel,Probabilité de précipitations,Type de précipitations,Couverture nuageuse,Visibilité selon les prévisions météo,Indice UV,Ozone selon les prévisions météo,Nombre de sauts,Grit total,Flow moyen,Signalé,Vitesse moyenne (temps écoulé),Distance sur chemin,Distance récemment découverte,Distance sur chemin récemment découverte,Nombre d'activités,Nombre total de pas,CO2 économisé,Longueur de piscine,Charge d’entraînement,Intensité,Vitesse moyenne ajustée selon la pente,Temps enregistré par le chronomètre,Nombre total de cycles,Récupération,Avec mon animal de compagnie,Compétition,Sortie longue,Pour la bonne cause,Avec enfant,Distance en descente,Nombre total de séries,Nombre total de répétitions,Support
7564559396,"1 août 2022, 14:30:03",Course à pied dans l'après-midi,Course à pied,,1675,"3,51",,,false,,,activities/7564559396.gpx,,,1675.0,1579.0,3514.2,5.514,2.226,64.3,57.3,509.3,561.9,18.9,0.2,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,3673.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.098,615.7,,,,,,,,,,,,,,,,,,,,,""
7537848138,"27 juil. 2022, 15:19:57",Slovaquie,Course à pied,,1653,"3,55",,,false,,,activities/7537848138.gpx,,,1653.0,1604.0,3553.4,12.424,2.215,69.9,62.6,509.3,561.9,15.6,0.2,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,3736.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.15,632.7,,,,,,,,,,,,,,,,,,,,,""
7873825920,"2 juin 2022, 11:17:44",Afternoon Run,Course à pied,,2189,"4,51",,,false,,,activities/8415161775.fit.gz,,,2189.0,2186.0,4509.8,3.157,2.063,31.2,49.5,350.3,375.7,8.8,-0.4,,,104.0,80.0,,,,,312.0,,,,,,,,,,,,,,,,0.0,,1.0,4520.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.06,2490.9,,,,,,,,,,,,,,,,,,,,,""
7183059926,"22 mai 2022, 07:33:38",Courir pour elles,Course à pied,"",4974,"9,81",,,false,,,activities/7648933363.fit.gz,,,4974.0,4777.0,9815.5,3.777,2.055,32.9,32.7,185.3,211.7,8.9,0.0,,,90.0,82.0,,,,,651.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,9855.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.973,2087.5,,,,,,,,,,,,,,,,,,,,,""
7139317897,"14 mai 2022, 08:13:31",Morning Run,Course à pied,,3093,"6,07",,,false,,,activities/7601290642.fit.gz,,,3093.0,3036.0,6078.7,4.269,2.002,48.9,56.5,350.7,375.3,8.5,-0.1,,,89.0,78.0,,,,,427.0,,,,,,,,,,,,,,,,0.0,,1.0,6128.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.965,4279.5,,,,,,,,,,,,,,,,,,,,,""
7128956484,"12 mai 2022, 07:16:24",Morning Run,Course à pied,,2777,"5,03",,,false,,,activities/7590005694.fit.gz,,,2777.0,2702.0,5032.1,2.54,1.862,38.9,50.2,350.2,371.5,8.9,-0.2,,,90.0,80.0,,,,,321.0,,,,,,,,,,,,,,,,0.0,,1.0,5057.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.812,3166.4,,,,,,,,,,,,,,,,,,,,,""
7128956000,"2 mai 2022, 18:45:51",Evening Ride,Vélo,,18563,"9,54",,,false,,,activities/7590005176.fit.gz,,,18563.0,4627.0,9540.6,6.882,2.062,7.4,5.6,170.4,178.4,2.3,0.0,,,,,,,,,665.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.514,0.0,,,,,,,,,,,,,,,,,,,,,""
7128953761,"2 mai 2022, 16:26:27",Evening Ride,Vélo,,1397,"4,73",,,false,,,activities/7590002716.fit.gz,,,1397.0,1397.0,4734.3,6.91,3.389,0.0,10.9,169.7,182.2,3.3,-0.2,,,,,,,,,157.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.389,0.0,,,,,,,,,,,,,,,,,,,,,""
7063034826,"28 avr. 2022, 10:54:29",Lunch Walk,Marche,,474,"0,34",,,false,,,activities/7518353330.fit.gz,,,474.0,451.0,344.1,1.65,0.763,47.9,-5.6,183.2,236.7,25.1,15.5,,,78.0,50.0,,,,,35.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.726,344.3,,,,,,,,,,,,,,,,,,,,,""
7063034602,"28 avr. 2022, 09:50:58",Lunch Walk,Marche,,3588,"3,24",,,false,,,activities/7518353058.fit.gz,,,3588.0,3187.0,3247.6,2.996,1.019,125.3,36.1,94.1,204.1,29.1,2.7,,,70.0,51.0,,,,,237.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.905,2736.4,,,,,,,,,,,,,,,,,,,,,""
7063033571,"27 avr. 2022, 14:31:57",Afternoon Walk,Marche,,11857,"10,14",,,false,,,activities/7518351875.fit.gz,,,11857.0,10139.0,10140.7,1.674,1.0,259.5,259.7,2.8,59.3,46.3,0.0,,,111.0,53.0,,,,,782.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.855,6402.3,,,,,,,,,,,,,,,,,,,,,""
7050567285,"13 avr. 2022, 15:43:30",Afternoon Run,Course à pied,,1817,"3,40",,,false,,,activities/7504863828.fit.gz,,,1817.0,1779.0,3401.6,2.628,1.912,2.2,2.5,172.4,174.9,2.5,0.0,,,88.0,81.0,,,,,211.0,,,,,,,,,,,,,,,,0.0,,1.0,3404.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.872,258.1,,,,,,,,,,,,,,,,,,,,,""
6912458227,"31 mars 2022, 16:24:39",Evening Run,Course à pied,,3614,"8,06",,,false,,,activities/7355112667.fit.gz,,,3614.0,3598.0,8064.8,3.242,2.241,4.2,4.2,172.4,174.9,2.1,0.0,,,91.0,86.0,,,,,535.0,,,,,,,,,,,,,,,,0.0,,1.0,8071.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.232,625.9,,,,,,,,,,,,,,,,,,,,,""
6881288104,"25 mars 2022, 16:37:31",Afternoon Run,Course à pied,,4104,"8,68",,,false,,,activities/7321152941.fit.gz,,,4104.0,4075.0,8683.6,3.01,2.131,7.9,8.0,171.6,175.9,3.2,0.0,,,89.0,85.0,,,,,593.0,,,,,,,,,,,,,,,,0.0,,1.0,8692.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.116,1472.4,,,,,,,,,,,,,,,,,,,,,""
6852574487,"20 mars 2022, 10:37:48",Lunch Ride,Vélo,,1019,"3,42",,,false,,,activities/7290148655.fit.gz,,,1019.0,1019.0,3420.1,7.926,3.356,2.4,2.2,172.5,175.9,1.3,0.0,,,,,,,,,150.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.356,0.0,,,,,,,,,,,,,,,,,,,,,""
6852426001,"20 mars 2022, 10:01:10",Lunch Run,Course à pied,,1824,"3,77",,,false,,,activities/7289988362.fit.gz,,,1824.0,1820.0,3778.6,4.636,2.076,2.1,2.2,172.4,174.9,2.1,0.0,,,92.0,84.0,,,,,236.0,,,,,,,,,,,,,,,,0.0,,1.0,3781.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.072,364.9,,,,,,,,,,,,,,,,,,,,,""
6852424895,"20 mars 2022, 09:40:36",Morning Ride,Vélo,,1186,"3,54",,,false,,,activities/7289987213.fit.gz,,,1186.0,1119.0,3544.9,5.927,3.168,3.2,3.3,172.5,175.8,2.0,0.0,,,,,,,,,140.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.989,0.0,,,,,,,,,,,,,,,,,,,,,""
6845181883,"18 mars 2022, 21:13:57",Night Ride,Vélo,,1229,"2,87",,,false,,,activities/7282128340.fit.gz,,,1229.0,1134.0,2871.0,5.547,2.532,6.0,2.6,172.7,178.8,1.7,0.1,,,,,,,,,140.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.336,145.4,,,,,,,,,,,,,,,,,,,,,""
6845181502,"18 mars 2022, 11:18:32",Lunch Ride,Vélo,,1441,"4,36",,,false,,,activities/7282127952.fit.gz,,,1441.0,1331.0,4368.6,6.618,3.282,0.0,1.0,172.5,175.9,2.7,0.0,,,,,,,,,183.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.032,0.0,,,,,,,,,,,,,,,,,,,,,""
6841817903,"17 mars 2022, 18:37:30",Evening Ride,Vélo,,1316,"4,20",,,false,,,activities/7278506046.fit.gz,,,1316.0,1263.0,4205.7,6.708,3.33,0.0,9.2,171.6,182.2,2.3,-0.2,,,,,,,,,151.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.196,0.0,,,,,,,,,,,,,,,,,,,,,""
6834137839,"16 mars 2022, 16:41:05",Afternoon Run,Course à pied,,3636,"6,97",,,false,,,activities/7270268730.fit.gz,,,3636.0,3507.0,6975.6,4.145,1.989,14.9,15.5,167.0,177.3,19.6,0.0,,,90.0,83.0,,,,,461.0,,,,,,,,,,,,,,,,0.0,,1.0,6998.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.918,505.6,,,,,,,,,,,,,,,,,,,,,""
6774824507,"5 mars 2022, 08:44:22",Course à pied matinale,Course à pied,,1643,"3,39",,,false,,,activities/6774824507.gpx,,,1643.0,1573.0,3395.5,5.285,2.159,4.6,6.4,172.4,175.2,3.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,3397.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.067,686.7,,,,,,,,,,,,,,,,,,,,,""
6707159651,"19 févr. 2022, 15:05:04",Afternoon Run,Course à pied,,5156,"10,01",,,false,,,activities/7133293833.fit.gz,,,5156.0,5134.0,10011.1,3.797,1.95,82.2,84.9,344.4,377.1,8.4,0.0,,,121.0,81.0,,,,,684.0,,,,,,,,,,,,,,,,0.0,,1.0,10109.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.942,6065.5,,,,,,,,,,,,,,,,,,,,,""
6707158092,"16 févr. 2022, 17:13:33",Evening Ride,Vélo,,958,"2,92",,,false,,,activities/7133292021.fit.gz,,,958.0,943.0,2922.4,5.829,3.099,0.0,8.9,167.3,177.8,1.8,-0.3,,,,,,,,,112.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.051,0.0,,,,,,,,,,,,,,,,,,,,,""
6685418360,"14 févr. 2022, 18:07:54",Evening Activity,Entraînement,,5692,"0,94",,,false,,,activities/7109927580.fit.gz,,,5692.0,5692.0,939.8,2.494,0.165,0.0,,,,0.0,0.0,,,112.0,70.0,,,,,523.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.165,0.0,,,,,,,,,,,,,,,,,,,,,""
6678131631,"13 févr. 2022, 14:16:07",Afternoon Ride,Vélo,,716,"2,37",,,false,,,activities/7102037186.fit.gz,,,716.0,716.0,2370.6,5.417,3.311,2.7,0.1,171.3,174.2,2.4,0.1,,,,,,,,,91.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.311,0.0,,,,,,,,,,,,,,,,,,,,,""
6633468698,"5 févr. 2022, 08:32:32",Morning Run,Course à pied,,4297,"8,64",,,false,,,activities/7054083037.fit.gz,,,4297.0,4211.0,8642.0,4.237,2.052,4.0,5.3,172.3,176.6,2.0,0.0,,,89.0,84.0,,,,,603.0,,,,,,,,,,,,,,,,0.0,,1.0,8648.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.011,2820.7,,,,,,,,,,,,,,,,,,,,,""
6603486590,"30 janv. 2022, 09:35:26",Course à pied matinale,Course à pied,,3730,"7,50",,,false,,,activities/6603486590.gpx,,,3730.0,3697.0,7500.4,3.878,2.029,56.4,57.8,350.5,375.9,12.2,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,7594.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.011,3688.5,,,,,,,,,,,,,,,,,,,,,""
6564487652,"22 janv. 2022, 16:39:39",Afternoon Ride,Vélo,,648,"2,30",,,false,,,activities/6980286011.fit.gz,,,648.0,648.0,2304.1,5.979,3.556,0.0,0.3,172.7,174.4,1.7,0.0,,,,,,,,,86.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.556,0.0,,,,,,,,,,,,,,,,,,,,,""
6564364268,"22 janv. 2022, 15:22:42",Afternoon Run,Course à pied,,3981,"8,38",,,false,,,activities/6980154367.fit.gz,,,3981.0,3959.0,8386.9,2.869,2.118,0.0,0.1,172.3,174.6,2.0,0.0,,,91.0,86.0,,,,,617.0,,,,,,,,,,,,,,,,0.0,,1.0,8392.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.107,3081.1,,,,,,,,,,,,,,,,,,,,,""
6564362649,"22 janv. 2022, 15:08:53",Afternoon Ride,Vélo,,752,"2,12",,,false,,,activities/6980152677.fit.gz,,,752.0,710.0,2123.0,5.522,2.99,2.3,2.9,173.5,175.9,1.9,0.0,,,,,,,,,51.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.823,0.0,,,,,,,,,,,,,,,,,,,,,""
6516590652,"13 janv. 2022, 12:25:15",Afternoon Ride,Vélo,,1088,"3,33",,,false,,,activities/6929035958.fit.gz,,,1088.0,1088.0,3337.9,4.952,3.068,2.7,2.2,172.7,176.4,1.5,0.0,,,,,,,,,165.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.068,0.0,,,,,,,,,,,,,,,,,,,,,""
6516494994,"13 janv. 2022, 11:18:58",Lunch Run,Course à pied,,3783,"7,64",,,false,,,activities/6928933896.fit.gz,,,3783.0,3766.0,7647.7,3.086,2.031,5.0,5.2,172.0,175.7,3.3,0.0,,,91.0,85.0,,,,,538.0,,,,,,,,,,,,,,,,0.0,,1.0,7655.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.022,3122.0,,,,,,,,,,,,,,,,,,,,,""
6480878395,"4 janv. 2022, 14:19:46",Afternoon Ride,Vélo,,1766,"2,54",,,false,,,activities/6890834309.fit.gz,,,1766.0,922.0,2540.4,5.735,2.755,8.9,10.0,173.9,184.6,25.9,0.0,,,,,,,,,134.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.438,0.0,,,,,,,,,,,,,,,,,,,,,""
6452722831,"31 déc. 2021, 14:59:34",Afternoon Ride,Vélo,,666,"2,54",,,false,,,activities/6860571066.fit.gz,,,666.0,666.0,2545.6,6.254,3.822,0.0,0.6,172.7,175.0,1.5,0.0,,,,,,,,,100.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.822,0.0,,,,,,,,,,,,,,,,,,,,,""
6450100673,"31 déc. 2021, 09:53:13",Morning Ride,Vélo,,910,"3,26",,,false,,,activities/6857760771.fit.gz,,,910.0,910.0,3268.5,5.934,3.592,0.0,-0.3,172.7,175.9,2.6,0.0,,,,,,,,,142.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.592,0.0,,,,,,,,,,,,,,,,,,,,,""
6450024716,"31 déc. 2021, 08:49:29",Course à pied matinale,Course à pied,,3604,"7,51",,,false,,,activities/6450024716.gpx,,,3604.0,3595.0,7513.4,4.926,2.09,4.1,4.0,172.3,174.6,4.2,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,7522.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.085,3271.1,,,,,,,,,,,,,,,,,,,,,""
6417678429,"23 déc. 2021, 09:04:00",Course à pied matinale,Course à pied,,1896,"4,01",,,false,,,activities/6417678429.gpx,,,1896.0,1881.0,4016.8,3.558,2.135,31.3,33.7,350.5,375.1,11.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,4060.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.119,1413.1,,,,,,,,,,,,,,,,,,,,,""
6405988155,"20 déc. 2021, 09:23:23",Course à pied matinale,Course à pied,,1986,"4,17",,,false,,,activities/6405988155.gpx,,,1986.0,1942.0,4177.2,8.315,2.151,33.8,33.7,350.5,375.4,11.6,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,4235.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.103,1417.4,,,,,,,,,,,,,,,,,,,,,""
6373468037,"12 déc. 2021, 09:21:29",Course à pied matinale,Course à pied,,1797,"3,76",,,false,,,activities/6373468037.gpx,,,1797.0,1797.0,3760.5,3.734,2.093,4.0,4.0,172.3,174.6,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,3764.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.093,1418.5,,,,,,,,,,,,,,,,,,,,,""
6311838464,"27 nov. 2021, 07:31:13",Course à pied matinale,Course à pied,,1547,"2,97",,,false,,,activities/6311838464.gpx,,,1547.0,1473.0,2978.2,3.756,2.022,2.0,2.9,171.8,174.6,1.8,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,2979.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.925,1075.9,,,,,,,,,,,,,,,,,,,,,""
6257484428,"14 nov. 2021, 15:07:05",Course à pied dans l'après-midi,Course à pied,,1616,"3,73",,,false,,,activities/6257484428.gpx,,,1616.0,1616.0,3734.2,5.014,2.311,2.1,2.0,172.3,174.6,3.3,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,3739.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.311,1687.1,,,,,,,,,,,,,,,,,,,,,""
6223684802,"7 nov. 2021, 10:43:42",Course à pied du midi,Course à pied,,1812,"3,72",,,false,,,activities/6223684802.gpx,,,1812.0,1779.0,3727.1,3.712,2.095,2.0,1.8,172.3,174.6,2.8,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,3730.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.057,1654.1,,,,,,,,,,,,,,,,,,,,,""
6188332474,"30 oct. 2021, 16:16:20",Course à pied le soir,Course à pied,,1613,"3,04",,,false,,,activities/6188332474.gpx,,,1613.0,1533.0,3043.9,4.022,1.986,17.1,21.6,357.7,375.6,9.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,3056.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.887,776.0,,,,,,,,,,,,,,,,,,,,,""
6160588619,"24 oct. 2021, 14:32:00",Course à pied dans l'après-midi,Course à pied,,1872,"3,74",,,false,,,activities/6160588619.gpx,,,1872.0,1824.0,3743.1,3.823,2.052,4.1,3.9,172.3,174.6,2.9,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,3746.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1568.0,,,,,,,,,,,,,,,,,,,,,""
6121510123,"16 oct. 2021, 13:52:18",Course à pied dans l'après-midi,Course à pied,,2226,"4,35",,,false,,,activities/6121510123.gpx,,,2226.0,2162.0,4350.9,3.4,2.012,2.0,2.9,172.3,174.6,4.4,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,4354.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.955,1386.7,,,,,,,,,,,,,,,,,,,,,""
6087456086,"9 oct. 2021, 14:09:21",Course à pied dans l'après-midi,Course à pied,,1858,"3,78",,,false,,,activities/6087456086.gpx,,,1858.0,1849.0,3781.8,3.7,2.045,2.0,2.3,172.3,174.6,3.4,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,3785.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.035,,,,,,,,,,,,,,,,,,,,,,""
5903875980,"4 sept. 2021, 12:15:14",Vélo dans l'après-midi,Vélo,,1581,"3,91",,,false,,,activities/5903875980.gpx,,,1581.0,1322.0,3914.8,6.5,2.961,3.1,3.8,172.5,175.9,2.3,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.476,,,,,,,,,,,,,,,,,,,,,,""
5851387398,"25 août 2021, 15:06:54",Vélo dans l'après-midi,Vélo,,1520,"4,25",,,false,,,activities/5851387398.gpx,,,1520.0,1298.0,4253.9,7.9,3.277,3.6,3.5,172.7,176.4,4.8,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.799,,,,,,,,,,,,,,,,,,,,,,""
5840750877,"23 août 2021, 17:09:37",Vélo en soirée,Vélo,,1665,"3,99",,,false,,,activities/5840750877.gpx,,,1665.0,1473.0,3994.9,6.4,2.712,3.4,1.9,172.4,175.9,2.9,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.399,,,,,,,,,,,,,,,,,,,,,,""
5840127035,"23 août 2021, 15:20:06",Vélo dans l'après-midi,Vélo,,1450,"4,01",,,false,,,activities/5840127035.gpx,,,1450.0,1308.0,4009.9,7.8,3.066,3.2,4.6,172.4,175.9,2.4,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.765,,,,,,,,,,,,,,,,,,,,,,""
5830239596,"21 août 2021, 15:50:59",Vélo dans l'après-midi,Vélo,,5445,"6,78",,,false,,,activities/5830239596.gpx,,,5445.0,1900.0,6781.6,7.2,3.569,6.5,6.6,172.7,176.6,4.5,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.245,,,,,,,,,,,,,,,,,,,,,,""
5829304238,"21 août 2021, 14:26:23",Vélo dans l'après-midi,Vélo,,1314,"4,07",,,false,,,activities/5829304238.gpx,,,1314.0,1210.0,4075.5,10.4,3.368,0.0,1.1,172.7,175.6,3.4,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.102,,,,,,,,,,,,,,,,,,,,,,""
5759819158,"8 août 2021, 16:06:11",Vélo en soirée,Vélo,,1499,"3,69",,,false,,,activities/5759819158.gpx,,,1499.0,1179.0,3697.0,8.1,3.136,0.0,-0.7,172.6,174.6,3.5,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.466,,,,,,,,,,,,,,,,,,,,,,""
5716410091,"31 juil. 2021, 14:51:36",Vélo dans l'après-midi,Vélo,,657,"2,55",,,false,,,activities/5716410091.gpx,,,657.0,622.0,2556.0,10.9,4.109,0.0,1.6,172.4,175.0,1.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89,,,,,,,,,,,,,,,,,,,,,,""
5715789762,"31 juil. 2021, 13:03:37",Vélo dans l'après-midi,Vélo,,858,"2,56",,,false,,,activities/5715789762.gpx,,,858.0,742.0,2565.5,8.4,3.458,2.4,0.8,172.6,175.0,1.5,0.1,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99,,,,,,,,,,,,,,,,,,,,,,""
5706432493,"29 juil. 2021, 14:23:55",Vélo dans l'après-midi,Vélo,,4355,"7,31",,,false,,,activities/5706432493.gpx,,,4355.0,2674.0,7316.7,5.8,2.736,2.2,2.1,172.0,174.7,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68,,,,,,,,,,,,,,,,,,,,,,""
5701355707,"28 juil. 2021, 16:03:36",Vélo en soirée,Vélo,,465,"1,32",,,false,,,activities/5701355707.gpx,,,465.0,402.0,1320.1,7.6,3.284,0.0,6.5,173.6,180.5,0.9,-0.5,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.839,,,,,,,,,,,,,,,,,,,,,,""
5664515833,"21 juil. 2021, 17:02:16",Vélo en soirée,Vélo,,2154,"7,04",,,false,,,activities/5664515833.gpx,,,2154.0,1955.0,7041.7,8.0,3.602,9.6,15.5,167.2,180.5,8.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.269,,,,,,,,,,,,,,,,,,,,,,""
5648684897,"18 juil. 2021, 16:49:45",Vélo en soirée,Vélo,,1619,"3,91",,,false,,,activities/5648684897.gpx,,,1619.0,1149.0,3916.6,7.5,3.409,4.4,2.5,172.0,176.4,2.4,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.419,,,,,,,,,,,,,,,,,,,,,,""
5648185374,"18 juil. 2021, 15:27:30",Vélo dans l'après-midi,Vélo,,1299,"4,04",,,false,,,activities/5648185374.gpx,,,1299.0,1201.0,4040.0,10.6,3.364,3.3,5.2,172.0,175.9,2.2,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,,,,,,,,,,,,,,,,,,,,,,""
