"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Bras","25 janv. 2025, 15:19","25 janv. 2025, 16:29","","Curl Pupitre (Haltère)",,"",0,"failure",24,10,,,
"Bras","25 janv. 2025, 15:19","25 janv. 2025, 16:29","","Curl Pupitre (Haltère)",,"",1,"normal",20,10,,,
"Bras","25 janv. 2025, 15:19","25 janv. 2025, 16:29","","Curl Pupitre (Haltère)",,"",2,"normal",20,10,,,
"Bras","25 janv. 2025, 15:19","25 janv. 2025, 16:29","","Curl Pupitre (Haltère)",,"",3,"normal",20,10,,,
"Pecs","22 janv. 2025, 07:10","22 janv. 2025, 08:15","","Développé Couché (Haltère)",,"",0,"warmup",24,12,,,
"Pecs","22 janv. 2025, 07:10","22 janv. 2025, 08:15","","Développé Couché (Haltère)",,"",1,"warmup",24,12,,,
"Pecs","22 janv. 2025, 07:10","22 janv. 2025, 08:15","","Développé Couché (Haltère)",,"",2,"normal",28,10,,,
"Pecs","22 janv. 2025, 07:10","22 janv. 2025, 08:15","","Développé Couché (Haltère)",,"",3,"failure",40,8,,,
"Pecs","22 janv. 2025, 07:10","22 janv. 2025, 08:15","","Développé Couché (Haltère)",,"",4,"normal",36,10,,,
"Pecs","22 janv. 2025, 07:10","22 janv. 2025, 08:15","","Développé Couché (Haltère)",,"",5,"normal",34,10,,,
"Pecs","22 janv. 2025, 07:10","22 janv. 2025, 08:15","","Développé Couché Incliné (Barre)",,"",0,"normal",20,10,,,
"Pecs","22 janv. 2025, 07:10","22 janv. 2025, 08:15","","Développé Couché Incliné (Barre)",,"",1,"normal",30,8,,,
"Pecs","22 janv. 2025, 07:10","22 janv. 2025, 08:15","","Développé Couché Incliné (Barre)",,"",2,"failure",30,8,,,
"Pecs","22 janv. 2025, 07:10","22 janv. 2025, 08:15","","Développé Couché Incliné (Barre)",,"",3,"normal",30,8,,,
"Pecs","22 janv. 2025, 07:10","22 janv. 2025, 08:15","","Hex Press (Dumbbell)",,"",0,"normal",12,10,,,
"Pecs","22 janv. 2025, 07:10","22 janv. 2025, 08:15","","Hex Press (Dumbbell)",,"",1,"normal",14,10,,,
"Pecs","22 janv. 2025, 07:10","22 janv. 2025, 08:15","","Hex Press (Dumbbell)",,"",2,"normal",14,10,,,
"Pecs","22 janv. 2025, 07:10","22 janv. 2025, 08:15","","Hex Press (Dumbbell)",,"",3,"normal",14,10,,,
"Pecs","22 janv. 2025, 07:10","22 janv. 2025, 08:15","","Hex Press (Dumbbell)",,"",4,"normal",18,10,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Curl Biceps (Haltère)",,"",0,"warmup",14,12,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Curl Biceps (Haltère)",,"",1,"warmup",14,12,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Curl Biceps (Haltère)",,"",2,"normal",20,10,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Curl Biceps (Haltère)",,"",3,"normal",20,10,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Curl Biceps (Haltère)",,"",4,"normal",20,10,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Curl Biceps (Haltère)",,"",5,"failure",24,10,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Skullcrusher (Barre)",,"Rep tres lente",0,"warmup",7.5,12,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Skullcrusher (Barre)",,"Rep tres lente",1,"warmup",7.5,12,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Skullcrusher (Barre)",0,"",0,"normal",12.5,8,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Skullcrusher (Barre)",0,"",1,"normal",12.5,8,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Skullcrusher (Barre)",0,"",2,"normal",12.5,8,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Skullcrusher (Barre)",0,"",3,"normal",12.5,8,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Curl Marteau (Haltère)",0,"",0,"normal",18,12,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Curl Marteau (Haltère)",0,"",1,"normal",18,12,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Curl Marteau (Haltère)",0,"",2,"normal",20,12,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Curl Marteau (Haltère)",0,"",3,"normal",20,12,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Développé Couché - Prise Serrée (Barre)",,"",0,"normal",20,10,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Développé Couché - Prise Serrée (Barre)",,"",1,"normal",20,10,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Développé Couché - Prise Serrée (Barre)",,"",2,"normal",30,8,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Développé Couché - Prise Serrée (Barre)",,"",3,"normal",30,8,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Curl Pupitre (Haltère)",,"",0,"normal",28,10,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Curl Pupitre (Haltère)",,"",1,"failure",28,10,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Curl Pupitre (Haltère)",,"",2,"normal",24,8,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Curl Pupitre (Haltère)",,"",3,"normal",24,8,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Extension Triceps Corde",,"",0,"normal",10,12,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Extension Triceps Corde",,"",1,"normal",10,10,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Extension Triceps Corde",,"",2,"failure",10,10,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Extension Triceps Corde",,"",3,"normal",10,10,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Curl Zottman (Haltère)",,"",0,"normal",12,8,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Curl Zottman (Haltère)",,"",1,"failure",12,8,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Curl Zottman (Haltère)",,"",2,"normal",10,8,,,
"Bras","17 janv. 2025, 11:07","17 janv. 2025, 12:27","","Curl Zottman (Haltère)",,"",3,"normal",10,8,,,
"Jambe","15 janv. 2025, 07:08","15 janv. 2025, 08:01","","Escaliers",,"",0,"warmup",,,,300,
"Jambe","15 janv. 2025, 07:08","15 janv. 2025, 08:01","","Presse à Cuisses",,"",0,"warmup",,12,,,
"Jambe","15 janv. 2025, 07:08","15 janv. 2025, 08:01","","Presse à Cuisses",,"",1,"warmup",,12,,,
"Jambe","15 janv. 2025, 07:08","15 janv. 2025, 08:01","","Presse à Cuisses",,"",2,"normal",40,10,,,
"Jambe","15 janv. 2025, 07:08","15 janv. 2025, 08:01","","Presse à Cuisses",,"",3,"normal",80,10,,,
"Jambe","15 janv. 2025, 07:08","15 janv. 2025, 08:01","","Presse à Cuisses",,"",4,"normal",80,10,,,
"Jambe","15 janv. 2025, 07:08","15 janv. 2025, 08:01","","Presse à Cuisses",,"",5,"normal",60,10,,,
"Jambe","15 janv. 2025, 07:08","15 janv. 2025, 08:01","","Leg Curl Assis",,"",0,"normal",30,10,,,
"Jambe","15 janv. 2025, 07:08","15 janv. 2025, 08:01","","Leg Curl Assis",,"",1,"failure",40,10,,,
"Jambe","15 janv. 2025, 07:08","15 janv. 2025, 08:01","","Leg Curl Assis",,"",2,"normal",35,10,,,
"Jambe","15 janv. 2025, 07:08","15 janv. 2025, 08:01","","Leg Curl Assis",,"",3,"normal",35,10,,,
"Jambe","15 janv. 2025, 07:08","15 janv. 2025, 08:01","","Extension Mollets (Machine)",,"",0,"warmup",30,15,,,
"Jambe","15 janv. 2025, 07:08","15 janv. 2025, 08:01","","Extension Mollets (Machine)",,"",1,"warmup",30,15,,,
"Jambe","15 janv. 2025, 07:08","15 janv. 2025, 08:01","","Extension Mollets (Machine)",,"",2,"normal",60,15,,,
"Jambe","15 janv. 2025, 07:08","15 janv. 2025, 08:01","","Extension Mollets (Machine)",,"",3,"normal",60,15,,,
"Jambe","15 janv. 2025, 07:08","15 janv. 2025, 08:01","","Extension Mollets (Machine)",,"",4,"normal",60,15,,,
"Jambe","15 janv. 2025, 07:08","15 janv. 2025, 08:01","","Extension Mollets (Machine)",,"",5,"normal",70,15,,,
