"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Entraînement matinal ☀️","24 mai 2026, 09:10","24 mai 2026, 10:29","","Bicep Curl (Dumbbell)",,"",2,"normal",5,6,,,
"Entraînement matinal ☀️","24 mai 2026, 09:10","24 mai 2026, 10:29","","Bicep Curl (Dumbbell)",,"",3,"normal",5,22,,,
"Entraînement matinal ☀️","24 mai 2026, 09:10","24 mai 2026, 10:29","","Abdos",,"",0,"normal",,,,1382,
"Entraînement matinal ☀️","24 mai 2026, 09:10","24 mai 2026, 10:29","","Stair Machine (Floors)",,"",0,"normal",,,,420,
"Ça brûle le cul","18 mai 2026, 07:04","18 mai 2026, 07:53","","Stair Machine (Floors)",,"",0,"normal",,,,180,
"Ça brûle le cul","18 mai 2026, 07:04","18 mai 2026, 07:53","","Hip Thrust (Barbell)",,"",0,"normal",20,10,,,
"Ça brûle le cul","18 mai 2026, 07:04","18 mai 2026, 07:53","","Hip Thrust (Barbell)",,"",1,"normal",20,12,,,
"Ça brûle le cul","18 mai 2026, 07:04","18 mai 2026, 07:53","","Hip Thrust (Barbell)",,"",2,"normal",20,10,,,
"Ça brûle le cul","18 mai 2026, 07:04","18 mai 2026, 07:53","","Leg Extension (Machine)",,"",0,"normal",20,12,,,
"Ça brûle le cul","18 mai 2026, 07:04","18 mai 2026, 07:53","","Leg Extension (Machine)",,"",1,"normal",25,10,,,
"Ça brûle le cul","18 mai 2026, 07:04","18 mai 2026, 07:53","","Leg Extension (Machine)",,"",2,"normal",30,10,,,
"Ça brûle le cul","18 mai 2026, 07:04","18 mai 2026, 07:53","","Hip Adduction (Machine)",,"",0,"normal",35,10,,,
"Ça brûle le cul","18 mai 2026, 07:04","18 mai 2026, 07:53","","Hip Adduction (Machine)",,"",1,"normal",40,12,,,
"Ça brûle le cul","18 mai 2026, 07:04","18 mai 2026, 07:53","","Hip Adduction (Machine)",,"",2,"normal",40,12,,,
"Ça brûle le cul","18 mai 2026, 07:04","18 mai 2026, 07:53","","Abductor",,"",0,"normal",40,12,,,
"Ça brûle le cul","18 mai 2026, 07:04","18 mai 2026, 07:53","","Abductor",,"",1,"normal",45,12,,,
"Ça brûle le cul","18 mai 2026, 07:04","18 mai 2026, 07:53","","Abductor",,"",2,"normal",40,12,,,
"Ça brûle le cul","18 mai 2026, 07:04","18 mai 2026, 07:53","","Seated Leg Curl (Machine)",,"",0,"normal",25,12,,,
"Ça brûle le cul","18 mai 2026, 07:04","18 mai 2026, 07:53","","Seated Leg Curl (Machine)",,"",1,"normal",30,10,,,
"Ça brûle le cul","18 mai 2026, 07:04","18 mai 2026, 07:53","","Seated Leg Curl (Machine)",,"",2,"normal",30,8,,,
"Ça brûle le cul","18 mai 2026, 07:04","18 mai 2026, 07:53","","Reverse Lunge (Dumbbell)",,"",0,"normal",16,20,,,
"Ça brûle le cul","18 mai 2026, 07:04","18 mai 2026, 07:53","","Reverse Lunge (Dumbbell)",,"",1,"normal",16,20,,,
"Ça brûle le cul","18 mai 2026, 07:04","18 mai 2026, 07:53","","Reverse Lunge (Dumbbell)",,"",2,"normal",18,20,,,
"Entraînement matinal ☀️","14 mai 2026, 09:10","14 mai 2026, 10:42","","Bicep Curl (Dumbbell)",,"",0,"normal",5,20,,,
"Entraînement matinal ☀️","14 mai 2026, 09:10","14 mai 2026, 10:42","","Bicep Curl (Dumbbell)",,"",1,"normal",5,20,,,
"Entraînement matinal ☀️","14 mai 2026, 09:10","14 mai 2026, 10:42","","Bicep Curl (Dumbbell)",,"",2,"normal",5,24,,,
"Entraînement matinal ☀️","14 mai 2026, 09:10","14 mai 2026, 10:42","","Bicep Curl (Dumbbell)",,"",3,"normal",5,22,,,
"Entraînement matinal ☀️","14 mai 2026, 09:10","14 mai 2026, 10:42","","Cross Body Hammer Curl",,"",0,"normal",5,20,,,
"Entraînement matinal ☀️","14 mai 2026, 09:10","14 mai 2026, 10:42","","Cross Body Hammer Curl",,"",1,"normal",5,30,,,
"Entraînement matinal ☀️","14 mai 2026, 09:10","14 mai 2026, 10:42","","Cross Body Hammer Curl",,"",2,"normal",5,30,,,
"Entraînement matinal ☀️","14 mai 2026, 09:10","14 mai 2026, 10:42","","Triceps Rope Pushdown",,"",0,"normal",14,10,,,
"Entraînement matinal ☀️","14 mai 2026, 09:10","14 mai 2026, 10:42","","Triceps Rope Pushdown",,"",1,"normal",18,10,,,
"Entraînement matinal ☀️","14 mai 2026, 09:10","14 mai 2026, 10:42","","Triceps Rope Pushdown",,"",2,"normal",14,10,,,
"Entraînement matinal ☀️","14 mai 2026, 09:10","14 mai 2026, 10:42","","Triceps Rope Pushdown",,"",3,"normal",14,12,,,
"Entraînement matinal ☀️","14 mai 2026, 09:10","14 mai 2026, 10:42","","Triceps Dip (Weighted)",,"",0,"normal",27,7,,,
"Entraînement matinal ☀️","14 mai 2026, 09:10","14 mai 2026, 10:42","","Triceps Dip (Weighted)",,"",1,"normal",36,10,,,
"Entraînement matinal ☀️","14 mai 2026, 09:10","14 mai 2026, 10:42","","Triceps Dip (Weighted)",,"",2,"normal",32,10,,,
"Entraînement matinal ☀️","14 mai 2026, 09:10","14 mai 2026, 10:42","","Pull Up (Assisted)",,"",0,"normal",32,10,,,
"Entraînement matinal ☀️","14 mai 2026, 09:10","14 mai 2026, 10:42","","Pull Up (Assisted)",,"",1,"normal",36,10,,,
"Entraînement matinal ☀️","14 mai 2026, 09:10","14 mai 2026, 10:42","","Pull Up (Assisted)",,"",2,"normal",36,10,,,
"Entraînement matinal ☀️","14 mai 2026, 09:10","14 mai 2026, 10:42","","Seated Shoulder Press (Machine)",,"",0,"normal",4.5,10,,,
"Entraînement matinal ☀️","14 mai 2026, 09:10","14 mai 2026, 10:42","","Seated Shoulder Press (Machine)",,"",1,"normal",9,10,,,
"Entraînement matinal ☀️","14 mai 2026, 09:10","14 mai 2026, 10:42","","Seated Shoulder Press (Machine)",,"",2,"normal",14,10,,,
"Entraînement matinal ☀️","14 mai 2026, 09:10","14 mai 2026, 10:42","","Abdos",,"",0,"normal",,,,1200,
"Envie de vomir🤡","8 mai 2026, 09:24","8 mai 2026, 10:48","","Seated Leg Curl (Machine)",,"",0,"normal",25,12,,,
"Envie de vomir🤡","8 mai 2026, 09:24","8 mai 2026, 10:48","","Seated Leg Curl (Machine)",,"",1,"normal",25,12,,,
"Envie de vomir🤡","8 mai 2026, 09:24","8 mai 2026, 10:48","","Seated Leg Curl (Machine)",,"",2,"normal",30,7,,,
"Envie de vomir🤡","8 mai 2026, 09:24","8 mai 2026, 10:48","","Abductor",,"",0,"normal",40,12,,,
"Envie de vomir🤡","8 mai 2026, 09:24","8 mai 2026, 10:48","","Abductor",,"",1,"normal",40,12,,,
"Envie de vomir🤡","8 mai 2026, 09:24","8 mai 2026, 10:48","","Abductor",,"",2,"normal",40,12,,,
"Envie de vomir🤡","8 mai 2026, 09:24","8 mai 2026, 10:48","","Hip Thrust (Barbell)",,"",0,"normal",20,10,,,
"Envie de vomir🤡","8 mai 2026, 09:24","8 mai 2026, 10:48","","Hip Thrust (Barbell)",,"",1,"normal",20,10,,,
"Envie de vomir🤡","8 mai 2026, 09:24","8 mai 2026, 10:48","","Hip Thrust (Barbell)",,"",2,"normal",20,16,,,
"Envie de vomir🤡","8 mai 2026, 09:24","8 mai 2026, 10:48","","Bulgarian Split Squat",,"",0,"normal",12,10,,,
"Envie de vomir🤡","8 mai 2026, 09:24","8 mai 2026, 10:48","","Bulgarian Split Squat",,"",1,"normal",12,10,,,
"Envie de vomir🤡","8 mai 2026, 09:24","8 mai 2026, 10:48","","Bulgarian Split Squat",,"",2,"normal",12,10,,,
"Envie de vomir🤡","8 mai 2026, 09:24","8 mai 2026, 10:48","","Abdos",,"",0,"normal",,,,1080,
"Entraînement matinal ☀️","6 mai 2026, 07:00","6 mai 2026, 08:00","","Pull Up (Assisted)",,"",0,"normal",35,10,,,
"Entraînement matinal ☀️","6 mai 2026, 07:00","6 mai 2026, 08:00","","Pull Up (Assisted)",,"",1,"normal",35,10,,,
"Entraînement matinal ☀️","6 mai 2026, 07:00","6 mai 2026, 08:00","","Pull Up (Assisted)",,"",2,"normal",35,8,,,
"Entraînement matinal ☀️","6 mai 2026, 07:00","6 mai 2026, 08:00","","Lat Pulldown (Cable)",,"",0,"normal",25,12,,,
"Entraînement matinal ☀️","6 mai 2026, 07:00","6 mai 2026, 08:00","","Lat Pulldown (Cable)",,"",1,"normal",20,12,,,
"Entraînement matinal ☀️","6 mai 2026, 07:00","6 mai 2026, 08:00","","Lat Pulldown (Cable)",,"",2,"normal",20,12,,,
"Entraînement matinal ☀️","6 mai 2026, 07:00","6 mai 2026, 08:00","","Seated Shoulder Press (Machine)",,"",0,"normal",5,10,,,
"Entraînement matinal ☀️","6 mai 2026, 07:00","6 mai 2026, 08:00","","Seated Shoulder Press (Machine)",,"",1,"normal",5,10,,,
"Entraînement matinal ☀️","6 mai 2026, 07:00","6 mai 2026, 08:00","","Seated Shoulder Press (Machine)",,"",2,"normal",5,10,,,
"Entraînement matinal ☀️","6 mai 2026, 07:00","6 mai 2026, 08:00","","Iso-Lateral Chest Press (Machine)",,"",0,"normal",10,12,,,
"Entraînement matinal ☀️","6 mai 2026, 07:00","6 mai 2026, 08:00","","Iso-Lateral Chest Press (Machine)",,"",1,"normal",15,10,,,
"Entraînement matinal ☀️","6 mai 2026, 07:00","6 mai 2026, 08:00","","Iso-Lateral Chest Press (Machine)",,"",2,"normal",15,10,,,
"Entraînement matinal ☀️","6 mai 2026, 07:00","6 mai 2026, 08:00","","Triceps Pushdown",,"",0,"normal",10,12,,,
"Entraînement matinal ☀️","6 mai 2026, 07:00","6 mai 2026, 08:00","","Triceps Pushdown",,"",1,"normal",10,12,,,
"Entraînement matinal ☀️","6 mai 2026, 07:00","6 mai 2026, 08:00","","Triceps Pushdown",,"",2,"normal",10,12,,,
"Entraînement matinal ☀️","6 mai 2026, 07:00","6 mai 2026, 08:00","","Bicep Curl (Dumbbell)",,"",0,"normal",4,12,,,
"Entraînement matinal ☀️","6 mai 2026, 07:00","6 mai 2026, 08:00","","Bicep Curl (Dumbbell)",,"",1,"normal",5,12,,,
"Entraînement matinal ☀️","6 mai 2026, 07:00","6 mai 2026, 08:00","","Bicep Curl (Dumbbell)",,"",2,"normal",5,12,,,
"Entraînement matinal ☀️","6 mai 2026, 07:00","6 mai 2026, 08:00","","Abdos",,"",0,"normal",,,,600,
"Entraînement matinal ☀️","4 mai 2026, 06:59","4 mai 2026, 08:04","","Hip Thrust (Barbell)",,"",0,"normal",20,10,,,
"Entraînement matinal ☀️","4 mai 2026, 06:59","4 mai 2026, 08:04","","Hip Thrust (Barbell)",,"",1,"normal",20,10,,,
"Entraînement matinal ☀️","4 mai 2026, 06:59","4 mai 2026, 08:04","","Hip Thrust (Barbell)",,"",2,"normal",20,16,,,
"Entraînement matinal ☀️","4 mai 2026, 06:59","4 mai 2026, 08:04","","Hip Adduction (Machine)",,"",0,"normal",35,12,,,
"Entraînement matinal ☀️","4 mai 2026, 06:59","4 mai 2026, 08:04","","Hip Adduction (Machine)",,"",1,"normal",35,12,,,
"Entraînement matinal ☀️","4 mai 2026, 06:59","4 mai 2026, 08:04","","Hip Adduction (Machine)",,"",2,"normal",40,12,,,
"Entraînement matinal ☀️","4 mai 2026, 06:59","4 mai 2026, 08:04","","Abductor",,"",0,"normal",40,12,,,
"Entraînement matinal ☀️","4 mai 2026, 06:59","4 mai 2026, 08:04","","Abductor",,"",1,"normal",40,12,,,
"Entraînement matinal ☀️","4 mai 2026, 06:59","4 mai 2026, 08:04","","Abductor",,"",2,"normal",40,12,,,
"Entraînement matinal ☀️","4 mai 2026, 06:59","4 mai 2026, 08:04","","Seated Leg Curl (Machine)",,"",0,"normal",25,10,,,
"Entraînement matinal ☀️","4 mai 2026, 06:59","4 mai 2026, 08:04","","Seated Leg Curl (Machine)",,"",1,"normal",25,12,,,
"Entraînement matinal ☀️","4 mai 2026, 06:59","4 mai 2026, 08:04","","Seated Leg Curl (Machine)",,"",2,"normal",25,12,,,
"Entraînement matinal ☀️","4 mai 2026, 06:59","4 mai 2026, 08:04","","Reverse Lunge (Dumbbell)",,"",0,"normal",12,20,,,
"Entraînement matinal ☀️","4 mai 2026, 06:59","4 mai 2026, 08:04","","Reverse Lunge (Dumbbell)",,"",1,"normal",16,20,,,
"Entraînement matinal ☀️","4 mai 2026, 06:59","4 mai 2026, 08:04","","Reverse Lunge (Dumbbell)",,"",2,"normal",16,20,,,
"Entraînement matinal ☀️","4 mai 2026, 06:59","4 mai 2026, 08:04","","Leg Press Horizontal (Machine)",,"",0,"normal",70,10,,,
"Entraînement matinal ☀️","4 mai 2026, 06:59","4 mai 2026, 08:04","","Leg Press Horizontal (Machine)",,"",1,"normal",80,12,,,
"Entraînement matinal ☀️","4 mai 2026, 06:59","4 mai 2026, 08:04","","Leg Press Horizontal (Machine)",,"",2,"normal",100,8,,,
"Entraînement matinal ☀️","4 mai 2026, 06:59","4 mai 2026, 08:04","","Stair Machine (Floors)",,"",0,"normal",,,,300,
"Dos","29 avr. 2026, 06:59","29 avr. 2026, 07:59","","Pull Up (Assisted)",,"",0,"normal",42,10,,,
"Dos","29 avr. 2026, 06:59","29 avr. 2026, 07:59","","Pull Up (Assisted)",,"",1,"normal",35,9,,,
"Dos","29 avr. 2026, 06:59","29 avr. 2026, 07:59","","Pull Up (Assisted)",,"",2,"normal",42,15,,,
"Dos","29 avr. 2026, 06:59","29 avr. 2026, 07:59","","Vertical Traction (Machine)",,"",0,"normal",25,11,,,
"Dos","29 avr. 2026, 06:59","29 avr. 2026, 07:59","","Vertical Traction (Machine)",,"",1,"normal",30,10,,,
"Dos","29 avr. 2026, 06:59","29 avr. 2026, 07:59","","Vertical Traction (Machine)",,"",2,"normal",30,10,,,
"Dos","29 avr. 2026, 06:59","29 avr. 2026, 07:59","","Lat Pulldown (Machine)",,"",0,"normal",20,10,,,
"Dos","29 avr. 2026, 06:59","29 avr. 2026, 07:59","","Lat Pulldown (Machine)",,"",1,"normal",20,10,,,
"Dos","29 avr. 2026, 06:59","29 avr. 2026, 07:59","","Lat Pulldown (Machine)",,"",2,"normal",25,8,,,
"Dos","29 avr. 2026, 06:59","29 avr. 2026, 07:59","","Dumbbell Row",,"",0,"normal",7,10,,,
"Dos","29 avr. 2026, 06:59","29 avr. 2026, 07:59","","Dumbbell Row",,"",1,"normal",8,10,,,
"Dos","29 avr. 2026, 06:59","29 avr. 2026, 07:59","","Dumbbell Row",,"",2,"normal",8,10,,,
"Dos","29 avr. 2026, 06:59","29 avr. 2026, 07:59","","Chest Supported Incline Row (Dumbbell)",,"",0,"normal",7,10,,,
"Dos","29 avr. 2026, 06:59","29 avr. 2026, 07:59","","Chest Supported Incline Row (Dumbbell)",,"",1,"normal",6,10,,,
"Dos","29 avr. 2026, 06:59","29 avr. 2026, 07:59","","Seated Cable Row - Bar Grip",,"",0,"normal",15,10,,,
"Dos","29 avr. 2026, 06:59","29 avr. 2026, 07:59","","Seated Cable Row - Bar Grip",,"",1,"normal",17.5,10,,,
"Dos","29 avr. 2026, 06:59","29 avr. 2026, 07:59","","Seated Cable Row - Bar Grip",,"",2,"normal",17.5,10,,,
"Entraînement matinal ☀️","28 avr. 2026, 07:02","28 avr. 2026, 07:57","","Hip Thrust (Barbell)",,"",0,"normal",10,10,,,
"Entraînement matinal ☀️","28 avr. 2026, 07:02","28 avr. 2026, 07:57","","Hip Thrust (Barbell)",,"",1,"normal",10,12,,,
"Entraînement matinal ☀️","28 avr. 2026, 07:02","28 avr. 2026, 07:57","","Hip Thrust (Barbell)",,"",2,"normal",10,16,,,
"Entraînement matinal ☀️","28 avr. 2026, 07:02","28 avr. 2026, 07:57","","Hip Adduction (Machine)",,"",0,"normal",30,12,,,
"Entraînement matinal ☀️","28 avr. 2026, 07:02","28 avr. 2026, 07:57","","Hip Adduction (Machine)",,"",1,"normal",40,10,,,
"Entraînement matinal ☀️","28 avr. 2026, 07:02","28 avr. 2026, 07:57","","Hip Adduction (Machine)",,"",2,"normal",35,10,,,
"Entraînement matinal ☀️","28 avr. 2026, 07:02","28 avr. 2026, 07:57","","Seated Leg Curl (Machine)",,"",0,"normal",20,12,,,
"Entraînement matinal ☀️","28 avr. 2026, 07:02","28 avr. 2026, 07:57","","Seated Leg Curl (Machine)",,"",1,"normal",25,12,,,
"Entraînement matinal ☀️","28 avr. 2026, 07:02","28 avr. 2026, 07:57","","Seated Leg Curl (Machine)",,"",2,"normal",25,12,,,
"Entraînement matinal ☀️","28 avr. 2026, 07:02","28 avr. 2026, 07:57","","Abductor",,"",0,"normal",40,10,,,
"Entraînement matinal ☀️","28 avr. 2026, 07:02","28 avr. 2026, 07:57","","Abductor",,"",1,"normal",40,9,,,
"Entraînement matinal ☀️","28 avr. 2026, 07:02","28 avr. 2026, 07:57","","Abductor",,"",2,"normal",35,15,,,
"Entraînement matinal ☀️","28 avr. 2026, 07:02","28 avr. 2026, 07:57","","Reverse Lunge (Dumbbell)",,"",0,"normal",8,20,,,
"Entraînement matinal ☀️","28 avr. 2026, 07:02","28 avr. 2026, 07:57","","Reverse Lunge (Dumbbell)",,"",1,"normal",12,20,,,
"Entraînement matinal ☀️","28 avr. 2026, 07:02","28 avr. 2026, 07:57","","Reverse Lunge (Dumbbell)",,"",2,"normal",16,20,,,
"Entraînement matinal ☀️","28 avr. 2026, 07:02","28 avr. 2026, 07:57","","Leg Press Horizontal (Machine)",,"",0,"normal",50,12,,,
"Entraînement matinal ☀️","28 avr. 2026, 07:02","28 avr. 2026, 07:57","","Leg Press Horizontal (Machine)",,"",1,"normal",100,12,,,
"Entraînement matinal ☀️","28 avr. 2026, 07:02","28 avr. 2026, 07:57","","Leg Press Horizontal (Machine)",,"",2,"normal",110,12,,,
"Entraînement matinal ☀️","26 avr. 2026, 09:08","26 avr. 2026, 10:29","","Vertical Traction (Machine)",,"",0,"normal",30,12,,,
"Entraînement matinal ☀️","26 avr. 2026, 09:08","26 avr. 2026, 10:29","","Vertical Traction (Machine)",,"",1,"normal",35,8,,,
"Entraînement matinal ☀️","26 avr. 2026, 09:08","26 avr. 2026, 10:29","","Vertical Traction (Machine)",,"",2,"normal",30,4,,,
"Entraînement matinal ☀️","26 avr. 2026, 09:08","26 avr. 2026, 10:29","","Vertical Traction (Machine)",,"",3,"normal",30,12,,,
"Entraînement matinal ☀️","26 avr. 2026, 09:08","26 avr. 2026, 10:29","","Lat Pulldown (Cable)",,"",0,"normal",25,10,,,
"Entraînement matinal ☀️","26 avr. 2026, 09:08","26 avr. 2026, 10:29","","Lat Pulldown (Cable)",,"",1,"normal",20,12,,,
"Entraînement matinal ☀️","26 avr. 2026, 09:08","26 avr. 2026, 10:29","","Lat Pulldown (Cable)",,"",2,"normal",20,12,,,
"Entraînement matinal ☀️","26 avr. 2026, 09:08","26 avr. 2026, 10:29","","Triceps Extension (Machine)",,"",0,"normal",20,10,,,
"Entraînement matinal ☀️","26 avr. 2026, 09:08","26 avr. 2026, 10:29","","Triceps Extension (Machine)",,"",1,"normal",20,10,,,
"Entraînement matinal ☀️","26 avr. 2026, 09:08","26 avr. 2026, 10:29","","Seated Shoulder Press (Machine)",,"",0,"normal",5,10,,,
"Entraînement matinal ☀️","26 avr. 2026, 09:08","26 avr. 2026, 10:29","","Seated Shoulder Press (Machine)",,"",1,"normal",5,10,,,
"Entraînement matinal ☀️","26 avr. 2026, 09:08","26 avr. 2026, 10:29","","Seated Shoulder Press (Machine)",,"",2,"normal",2.5,5,,,
"Entraînement matinal ☀️","26 avr. 2026, 09:08","26 avr. 2026, 10:29","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",5,10,,,
"Entraînement matinal ☀️","26 avr. 2026, 09:08","26 avr. 2026, 10:29","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",2.5,12,,,
"Entraînement matinal ☀️","26 avr. 2026, 09:08","26 avr. 2026, 10:29","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",2.5,12,,,
"Entraînement matinal ☀️","26 avr. 2026, 09:08","26 avr. 2026, 10:29","","Bicep Curl (Dumbbell)",,"",0,"normal",4,12,,,
"Entraînement matinal ☀️","26 avr. 2026, 09:08","26 avr. 2026, 10:29","","Bicep Curl (Dumbbell)",,"",1,"normal",4,12,,,
"Entraînement matinal ☀️","26 avr. 2026, 09:08","26 avr. 2026, 10:29","","Abdos",,"",0,"normal",,,,900,
"Entraînement matinal ☀️","26 avr. 2026, 09:08","26 avr. 2026, 10:29","","Hip flexor",,"",0,"normal",,10,,,
"Entraînement matinal ☀️","26 avr. 2026, 09:08","26 avr. 2026, 10:29","","Hip flexor",,"",1,"normal",,10,,,
"Entraînement matinal ☀️","26 avr. 2026, 09:08","26 avr. 2026, 10:29","","Hip flexor",,"",2,"normal",,10,,,
"Entraînement matinal ☀️","22 avr. 2026, 07:02","22 avr. 2026, 07:46","","Leg Press Horizontal (Machine)",,"",0,"normal",50,12,,,
"Entraînement matinal ☀️","22 avr. 2026, 07:02","22 avr. 2026, 07:46","","Leg Press Horizontal (Machine)",,"",1,"normal",80,12,,,
"Entraînement matinal ☀️","22 avr. 2026, 07:02","22 avr. 2026, 07:46","","Leg Press Horizontal (Machine)",,"",2,"normal",100,12,,,
"Entraînement matinal ☀️","22 avr. 2026, 07:02","22 avr. 2026, 07:46","","Abductor",,"",0,"normal",50,15,,,
"Entraînement matinal ☀️","22 avr. 2026, 07:02","22 avr. 2026, 07:46","","Abductor",,"",1,"normal",50,15,,,
"Entraînement matinal ☀️","22 avr. 2026, 07:02","22 avr. 2026, 07:46","","Abductor",,"",2,"normal",45,15,,,
"Entraînement matinal ☀️","22 avr. 2026, 07:02","22 avr. 2026, 07:46","","Hip Thrust (Barbell)",,"",0,"normal",16,12,,,
"Entraînement matinal ☀️","22 avr. 2026, 07:02","22 avr. 2026, 07:46","","Hip Thrust (Barbell)",,"",1,"normal",16,12,,,
"Entraînement matinal ☀️","22 avr. 2026, 07:02","22 avr. 2026, 07:46","","Hip Thrust (Barbell)",,"",2,"normal",18,12,,,
"Entraînement matinal ☀️","22 avr. 2026, 07:02","22 avr. 2026, 07:46","","Hip Abduction (Machine)",,"",0,"normal",25,15,,,
"Entraînement matinal ☀️","22 avr. 2026, 07:02","22 avr. 2026, 07:46","","Hip Abduction (Machine)",,"",1,"normal",30,15,,,
"Entraînement matinal ☀️","22 avr. 2026, 07:02","22 avr. 2026, 07:46","","Hip Abduction (Machine)",,"",2,"normal",30,15,,,
"Entraînement matinal ☀️","22 avr. 2026, 07:02","22 avr. 2026, 07:46","","Seated Leg Curl (Machine)",,"",0,"normal",20,12,,,
"Entraînement matinal ☀️","22 avr. 2026, 07:02","22 avr. 2026, 07:46","","Seated Leg Curl (Machine)",,"",1,"normal",20,12,,,
"Entraînement matinal ☀️","22 avr. 2026, 07:02","22 avr. 2026, 07:46","","Seated Leg Curl (Machine)",,"",2,"normal",15,12,,,
